ConvId,utterance0,utterance1,utterance2,utterance3,utterance4,utterance5,utterance6,utterance7,utterance8,utterance9,utterance10,utterance11,utterance12,utterance13,utterance14,utterance15,utterance16,utterance17,utterance18,utterance19,utterance20,utterance21,understanding,task-completion,interest-arousal,efficiency,dialogue-overall,justification-text
CO,"SYSTEM	Hi, what kind of movies do you like?","USER	hello! any tips on good film for a lazy sunday afternoon? something light, but not stupid and definitely not scary no war or disaster or devestation so no ""Hotel Rwanda (2004)"" no ""Saving Private Ryan (1998)"" no ""Black Hawk Down  (2002)""","SYSTEM	ok, like ""Hangover (2010)""","USER	those were great movies, but not for sunday afternoon uhm, but that's kinda a supid movie stupid* anything with a little bit more substance?","SYSTEM	or more like ""Limitless  (2011)""","USER	interesting, tell me more? is that one also with bradley cooper? you a fan?","SYSTEM	not really, I just like the movie. or ""Dead Man Running (2009)"" is a good one","USER	oh great, never seen that one either cool, these are good suggestions!","SYSTEM	another one ""The Raid  (2011)""","USER	nice, you know a lot of movies","SYSTEM	or ""Looper  (2012)""","USER	oh I've heard of ""Looper  (2012)"" looks kinda intense awesome, I have plenty to choose from, thanks so much! bye",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"After a bad recommendation, the system made several good ones the user clearly stated they were into."
TO,"SYSTEM	Hello, how can I help you with tonight",USER	What have you seen good lately. I like all kinds of stuff. There are no right answers or wrong answers,"SYSTEM	The most recent movie I see was ""Trolls  (2016)""",USER	I'm interested in more adult stuff.,"SYSTEM	I figured. Have you seen ""Beaches  (1988)""","USER	I most recently saw ""Black Panther (2018)"" What is that one about ""The Post (2017)"" was really good as well",SYSTEM	2 friends and their life together. It has Bette Midler,USER	I'll check it out.,"SYSTEM	""Resident Evil  (2002)"" is a good movie",USER	Thanks for these recommendations.,SYSTEM	It is very sad makes me cry every time,USER	Alright these are good. Bye.,,,,,,,,,,,2.0,2.0,2.0,1.0,3.0,"The system does a lot of recommending but isn't really conversational and doesn't seem to get the particulars of the user's taste, kind of just throws movies out there with little context."
TO,"SYSTEM	Hello, how can I help you with tonight",USER	What have you seen good lately. I like all kinds of stuff. There are no right answers or wrong answers,"SYSTEM	The most recent movie I see was ""Trolls  (2016)""",USER	I'm interested in more adult stuff.,"SYSTEM	I figured. Have you seen ""Beaches  (1988)""","USER	I most recently saw ""Black Panther (2018)"" What is that one about ""The Post (2017)"" was really good as well",SYSTEM	2 friends and their life together. It has Bette Midler,USER	I'll check it out.,"SYSTEM	""Resident Evil  (2002)"" is a good movie",USER	Thanks for these recommendations.,SYSTEM	It is very sad makes me cry every time,USER	Alright these are good. Bye.,,,,,,,,,,,3.0,3.0,2.0,1.0,4.0,"The user was very generic with their initial request, so the system didn't have much information to work with.  The first recommendation wasn't liked by the user but the second recommendation seemed to get at least some interest from the user.  The system tried to describe the movie a bit to persuade the user, who did say they'd  check it out."
TO,"SYSTEM	Hello, how can I help you with tonight",USER	What have you seen good lately. I like all kinds of stuff. There are no right answers or wrong answers,"SYSTEM	The most recent movie I see was ""Trolls  (2016)""",USER	I'm interested in more adult stuff.,"SYSTEM	I figured. Have you seen ""Beaches  (1988)""","USER	I most recently saw ""Black Panther (2018)"" What is that one about ""The Post (2017)"" was really good as well",SYSTEM	2 friends and their life together. It has Bette Midler,USER	I'll check it out.,"SYSTEM	""Resident Evil  (2002)"" is a good movie",USER	Thanks for these recommendations.,SYSTEM	It is very sad makes me cry every time,USER	Alright these are good. Bye.,,,,,,,,,,,3.0,2.0,2.0,1.0,4.0,"Well, rating one of the sentences was difficult because it looks like the system asked for more info on beaches, which is what was given, but I think they were asking about The Post, which means the answer wasn't provided. The conversation ended positive though, but the user didn't say they'd watch them or not."
0I,SYSTEM	Hello!,USER	hello any scary movies for tonight?,"SYSTEM	Have you seen the ""Annabelle: Creation (2017)"" yet",USER	not yet is it good?,"SYSTEM	Yes very scary. Also ""It  (2017)"" is scary scary!","USER	I just watched ""It  (2017)""","SYSTEM	unless you want to go throw back and do ""The Sixth Sense (1999)""",USER	wow we have the same taste :),"SYSTEM	Have you seen the original ""It  (1966)""",USER	and that one is my favorite too :),SYSTEM	I need to see that one still.,"USER	no , I watched the recent one only I guess I will watch the original one tonight thanks have a great day",,,,,,,,,,,3.0,3.0,1.0,1.0,5.0,"The system generated multiple, relevant recommendations and the user was interested in at least one of those recommendations.  The system was also able to connect with the user on the type of scary movies they would enjoy."
0I,SYSTEM	Hello!,USER	hello any scary movies for tonight?,"SYSTEM	Have you seen the ""Annabelle: Creation (2017)"" yet",USER	not yet is it good?,"SYSTEM	Yes very scary. Also ""It  (2017)"" is scary scary!","USER	I just watched ""It  (2017)""","SYSTEM	unless you want to go throw back and do ""The Sixth Sense (1999)""",USER	wow we have the same taste :),"SYSTEM	Have you seen the original ""It  (1966)""",USER	and that one is my favorite too :),SYSTEM	I need to see that one still.,"USER	no , I watched the recent one only I guess I will watch the original one tonight thanks have a great day",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system seems to really be on the same page as the user. the user even mentions they have the same taste and the conversation ends with the user having a recommendation they want to watch.
0I,SYSTEM	Hello!,USER	hello any scary movies for tonight?,"SYSTEM	Have you seen the ""Annabelle: Creation (2017)"" yet",USER	not yet is it good?,"SYSTEM	Yes very scary. Also ""It  (2017)"" is scary scary!","USER	I just watched ""It  (2017)""","SYSTEM	unless you want to go throw back and do ""The Sixth Sense (1999)""",USER	wow we have the same taste :),"SYSTEM	Have you seen the original ""It  (1966)""",USER	and that one is my favorite too :),SYSTEM	I need to see that one still.,"USER	no , I watched the recent one only I guess I will watch the original one tonight thanks have a great day",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system is able to offer suggestions in an efficient and conversational manner.
7D,SYSTEM	Hello,"USER	Hello. Looking for action movies like ""Bloodsport  (1988)""","SYSTEM	What movies do you like? How about ""Inception (2010)""","USER	No, I didn't like that one. I like action, fighting movies.","SYSTEM	""The Expendables  (2010)"" might be good.",USER	I saw that and it was good.,"SYSTEM	""Faster  (2010)"" was good too.","USER	I have not seen that, so I will check it out.","SYSTEM	Have you seen ""The Wolverine  (2013)""","USER	No, I have not. I heard about and don't think it is my cup of tea. I will look into the other movie you suggested though.","SYSTEM	How about ""White House Down (2013)""",USER	I did see that one and it was very good. Yuo have a nice day.,,,,,,,,,,,2.0,3.0,2.0,0.0,3.0,system could have been more enthusiastic or detailed
7D,SYSTEM	Hello,"USER	Hello. Looking for action movies like ""Bloodsport  (1988)""","SYSTEM	What movies do you like? How about ""Inception (2010)""","USER	No, I didn't like that one. I like action, fighting movies.","SYSTEM	""The Expendables  (2010)"" might be good.",USER	I saw that and it was good.,"SYSTEM	""Faster  (2010)"" was good too.","USER	I have not seen that, so I will check it out.","SYSTEM	Have you seen ""The Wolverine  (2013)""","USER	No, I have not. I heard about and don't think it is my cup of tea. I will look into the other movie you suggested though.","SYSTEM	How about ""White House Down (2013)""",USER	I did see that one and it was very good. Yuo have a nice day.,,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,"The system took a little while to suggest a recommendation that the user agreed to watch but it was an acceptable amount of turns. The user liked some of the movies and agreed to watch one, so overall the system did its job, although a bit awkwardly."
7D,SYSTEM	Hello,"USER	Hello. Looking for action movies like ""Bloodsport  (1988)""","SYSTEM	What movies do you like? How about ""Inception (2010)""","USER	No, I didn't like that one. I like action, fighting movies.","SYSTEM	""The Expendables  (2010)"" might be good.",USER	I saw that and it was good.,"SYSTEM	""Faster  (2010)"" was good too.","USER	I have not seen that, so I will check it out.","SYSTEM	Have you seen ""The Wolverine  (2013)""","USER	No, I have not. I heard about and don't think it is my cup of tea. I will look into the other movie you suggested though.","SYSTEM	How about ""White House Down (2013)""",USER	I did see that one and it was very good. Yuo have a nice day.,,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,The system is able to satisfy the user for the most part.
CV,SYSTEM	Hi,USER	hi can you help me find a good horror film?,"SYSTEM	Have you seen ""The Babadook (2014)"" ? It's very scary.","USER	I like most of them, but have seen the classics like ""A Nightmare on Elm Street (1984)"" and also ""Friday the 13th  (1980)""","SYSTEM	""The Conjuring (2013)"" was good too.",USER	no i haven't seen that. what is it about,SYSTEM	It's about a single mom and his kid that are terrorized by a very strange demonic entity.,"USER	I did see ""The Conjuring (2013)"" and likes that",SYSTEM	*Her kid I mean,USER	oohhh that does sound pretty good I think I will like that one,SYSTEM	The kid is very weird too.,USER	even better haha Thanks so much for the suggestion,SYSTEM	Great child actor,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"Another case where the system seems to do a better job of keeping up than the user. The system does a good job making solid recommendations, and the user likes all of them, but the conversation gets a little jumbled in the middle. The system keeps things on track and even adds some extra information despite a user not adding much to the conversation."
CV,SYSTEM	Hi,USER	hi can you help me find a good horror film?,"SYSTEM	Have you seen ""The Babadook (2014)"" ? It's very scary.","USER	I like most of them, but have seen the classics like ""A Nightmare on Elm Street (1984)"" and also ""Friday the 13th  (1980)""","SYSTEM	""The Conjuring (2013)"" was good too.",USER	no i haven't seen that. what is it about,SYSTEM	It's about a single mom and his kid that are terrorized by a very strange demonic entity.,"USER	I did see ""The Conjuring (2013)"" and likes that",SYSTEM	*Her kid I mean,USER	oohhh that does sound pretty good I think I will like that one,SYSTEM	The kid is very weird too.,USER	even better haha Thanks so much for the suggestion,SYSTEM	Great child actor,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,It seemed like the system and user were becoming friends. Plus they agreed on the movie.
CV,SYSTEM	Hi,USER	hi can you help me find a good horror film?,"SYSTEM	Have you seen ""The Babadook (2014)"" ? It's very scary.","USER	I like most of them, but have seen the classics like ""A Nightmare on Elm Street (1984)"" and also ""Friday the 13th  (1980)""","SYSTEM	""The Conjuring (2013)"" was good too.",USER	no i haven't seen that. what is it about,SYSTEM	It's about a single mom and his kid that are terrorized by a very strange demonic entity.,"USER	I did see ""The Conjuring (2013)"" and likes that",SYSTEM	*Her kid I mean,USER	oohhh that does sound pretty good I think I will like that one,SYSTEM	The kid is very weird too.,USER	even better haha Thanks so much for the suggestion,SYSTEM	Great child actor,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system has an engaging conversation and makes good recommendations for the user.
2S,"SYSTEM	hello, what genre of movie are you interested in seeing?",USER	I want to see a horror movie,"SYSTEM	Great choice, Have you seen ""The Conjuring (2013)"" or ""The Conjuring 2 (2016)"" ?",USER	No I haven't are they good?,SYSTEM	These are really scary movies,USER	Great I will have a movie marathon!,"SYSTEM	they have received great reviews. I also recommend ""Insidious "" and ""Insidious: Chapter 2 (2013)""",USER	I haven't seen any of them So I will have to catch up,SYSTEM	The mood these movies set is suspenseful and terrorizing,USER	I like all the suggestions I heard good things about them,SYSTEM	I would suggest you watch some of these,USER	Thank you Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"The user seems pretty easy to please which makes the system's job a lot simpler here. Once it gets a good recommendation off early, the user is engaged from that point and seems to enjoy what the system is giving them. The system also gives some context and keeps the conversation moving."
2S,"SYSTEM	hello, what genre of movie are you interested in seeing?",USER	I want to see a horror movie,"SYSTEM	Great choice, Have you seen ""The Conjuring (2013)"" or ""The Conjuring 2 (2016)"" ?",USER	No I haven't are they good?,SYSTEM	These are really scary movies,USER	Great I will have a movie marathon!,"SYSTEM	they have received great reviews. I also recommend ""Insidious "" and ""Insidious: Chapter 2 (2013)""",USER	I haven't seen any of them So I will have to catch up,SYSTEM	The mood these movies set is suspenseful and terrorizing,USER	I like all the suggestions I heard good things about them,SYSTEM	I would suggest you watch some of these,USER	Thank you Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"The user states they're gonna watch the recommendations, and the system provided additional info to convice them."
2S,"SYSTEM	hello, what genre of movie are you interested in seeing?",USER	I want to see a horror movie,"SYSTEM	Great choice, Have you seen ""The Conjuring (2013)"" or ""The Conjuring 2 (2016)"" ?",USER	No I haven't are they good?,SYSTEM	These are really scary movies,USER	Great I will have a movie marathon!,"SYSTEM	they have received great reviews. I also recommend ""Insidious "" and ""Insidious: Chapter 2 (2013)""",USER	I haven't seen any of them So I will have to catch up,SYSTEM	The mood these movies set is suspenseful and terrorizing,USER	I like all the suggestions I heard good things about them,SYSTEM	I would suggest you watch some of these,USER	Thank you Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,the user likes all the suggestions and agrees to watch them. the system uses reviews and descriptions to persuade the user.
DV,"SYSTEM	Hello, What kind of movies do you like?","USER	hello i like horror movies and super hero like ""Batman Begins""","SYSTEM	have you seen ""Wonder Woman  (2017)"" Or ""Suicide Squad  (2016)""","USER	yes I have was looking something more recent kind of like ""Guardians of the Galaxy  (2014)""","SYSTEM	Did you see ""Guardians of the Galaxy Vol. 2 (2017)""","USER	yea I saw it and ""Thor: Ragnarok (2017)"" recently","SYSTEM	Or ""Thor: Ragnarok (2017)"" Lol great minds think alike","USER	I have not seen ""Black Panther (2018)"" though!",SYSTEM	I did That was a good one!!!,USER	i heard it was looks really interesting!,"SYSTEM	it was Did you see ""Batman v Superman: Dawn of Justice (2016)""","USER	I think it was okay ""Justice League  (2017)"" was not my favorite either",SYSTEM	im sorry I couldnt give you better Suggestions...,,,,,,,,,,3.0,3.0,2.0,1.0,5.0,system was excellent overall even if the user didn't like one recommendation
DV,"SYSTEM	Hello, What kind of movies do you like?","USER	hello i like horror movies and super hero like ""Batman Begins""","SYSTEM	have you seen ""Wonder Woman  (2017)"" Or ""Suicide Squad  (2016)""","USER	yes I have was looking something more recent kind of like ""Guardians of the Galaxy  (2014)""","SYSTEM	Did you see ""Guardians of the Galaxy Vol. 2 (2017)""","USER	yea I saw it and ""Thor: Ragnarok (2017)"" recently","SYSTEM	Or ""Thor: Ragnarok (2017)"" Lol great minds think alike","USER	I have not seen ""Black Panther (2018)"" though!",SYSTEM	I did That was a good one!!!,USER	i heard it was looks really interesting!,"SYSTEM	it was Did you see ""Batman v Superman: Dawn of Justice (2016)""","USER	I think it was okay ""Justice League  (2017)"" was not my favorite either",SYSTEM	im sorry I couldnt give you better Suggestions...,,,,,,,,,,2.0,2.0,2.0,0.0,3.0,"Overall the user seems to have seen everything that the system recommended already. This leads to bit of a standstill where the system is trying to give relevant suggestions but the user has seen them all and has a very neutral or bad opinion, giving the system nothing to really go on."
DV,"SYSTEM	Hello, What kind of movies do you like?","USER	hello i like horror movies and super hero like ""Batman Begins""","SYSTEM	have you seen ""Wonder Woman  (2017)"" Or ""Suicide Squad  (2016)""","USER	yes I have was looking something more recent kind of like ""Guardians of the Galaxy  (2014)""","SYSTEM	Did you see ""Guardians of the Galaxy Vol. 2 (2017)""","USER	yea I saw it and ""Thor: Ragnarok (2017)"" recently","SYSTEM	Or ""Thor: Ragnarok (2017)"" Lol great minds think alike","USER	I have not seen ""Black Panther (2018)"" though!",SYSTEM	I did That was a good one!!!,USER	i heard it was looks really interesting!,"SYSTEM	it was Did you see ""Batman v Superman: Dawn of Justice (2016)""","USER	I think it was okay ""Justice League  (2017)"" was not my favorite either",SYSTEM	im sorry I couldnt give you better Suggestions...,,,,,,,,,,2.0,1.0,2.0,0.0,2.0,the user does not get a movie recommendation they like. the system only recommended movies and did not try to actually persuade the user to watch any of them.
BV,SYSTEM	hi!,USER	hi there,SYSTEM	What kind of movies do you like? Comedy?,USER	do you know any good sci-fi's?,"SYSTEM	Yes! Have you seen ""Blade Runner 2049 (2017)"" ?",USER	seen the old one but will see the new one soon. hope its as good,"SYSTEM	That is a good movie! Same with ""Guardians of the Galaxy Vol. 2 (2017)"" if your into the superhero one. It better!! All the actors in that movie are amazing",USER	seen the guardians 2,"SYSTEM	""Logan  (2017)"" is another great movie with some drama",USER	I prefer part one though Love logan one of the best Xmen movies ever,"SYSTEM	It was! The saddest ending but it was perfect. ""Flatliners  (2017)"" with Ellen Page is another good one it came out this year",USER	haven't seen that one but saw the first one with Keifer Sutherland saw the trailer though looks quite scary anyways nice chatting with you,,,,,,,,,,,3.0,3.0,2.0,0.0,4.0,system could have made recommendations faster but overall ok
BV,SYSTEM	hi!,USER	hi there,SYSTEM	What kind of movies do you like? Comedy?,USER	do you know any good sci-fi's?,"SYSTEM	Yes! Have you seen ""Blade Runner 2049 (2017)"" ?",USER	seen the old one but will see the new one soon. hope its as good,"SYSTEM	That is a good movie! Same with ""Guardians of the Galaxy Vol. 2 (2017)"" if your into the superhero one. It better!! All the actors in that movie are amazing",USER	seen the guardians 2,"SYSTEM	""Logan  (2017)"" is another great movie with some drama",USER	I prefer part one though Love logan one of the best Xmen movies ever,"SYSTEM	It was! The saddest ending but it was perfect. ""Flatliners  (2017)"" with Ellen Page is another good one it came out this year",USER	haven't seen that one but saw the first one with Keifer Sutherland saw the trailer though looks quite scary anyways nice chatting with you,,,,,,,,,,,3.0,2.0,2.0,1.0,4.0,"The system seems to have a good grasp on what the user is looking for but the user has either seen them or is not very helpful in expanding on what they're looking for. Most recommendations seem like they are liked by the user, but they never state any intent and mostly keep the conversation tight."
BV,SYSTEM	hi!,USER	hi there,SYSTEM	What kind of movies do you like? Comedy?,USER	do you know any good sci-fi's?,"SYSTEM	Yes! Have you seen ""Blade Runner 2049 (2017)"" ?",USER	seen the old one but will see the new one soon. hope its as good,"SYSTEM	That is a good movie! Same with ""Guardians of the Galaxy Vol. 2 (2017)"" if your into the superhero one. It better!! All the actors in that movie are amazing",USER	seen the guardians 2,"SYSTEM	""Logan  (2017)"" is another great movie with some drama",USER	I prefer part one though Love logan one of the best Xmen movies ever,"SYSTEM	It was! The saddest ending but it was perfect. ""Flatliners  (2017)"" with Ellen Page is another good one it came out this year",USER	haven't seen that one but saw the first one with Keifer Sutherland saw the trailer though looks quite scary anyways nice chatting with you,,,,,,,,,,,3.0,2.0,2.0,1.0,4.0,"The SYSTEM generates several movies to watch and sounds enthusiastic about all of them, but the user only acknowledges them in a lackadaisical manner, not committing to watching any of them."
DO,SYSTEM	Hi,USER	Hi,SYSTEM	what would you likke to watch,"USER	Yes, I want to be scared silly. Any good horror recommendationsI enjoyed ""It  (2017)"" recntly, anything like that is good.","SYSTEM	""Sinister  (2012)"" is scary","USER	I saw that, it was pretty good.","SYSTEM	""It Follows (2014)""",USER	Haven't see that though,"SYSTEM	""Get Out (2017)""",USER	Or that. Are they any ggod?,"SYSTEM	""Paranormal Activity 2 (2010)"" they are good. ""The Conjuring 2 (2016)""","USER	I have seen ""Paranormal Activity 2 (2010)"" and loved it. But the other three I havent seen yet. I'll try them. Thanks for the ideas. Have a good one :)",,,,,,,,,,,3.0,3.0,3.0,0.0,5.0,the system is efficient but boring. it doesn't make chitchat or try to persuade the user. the user however does state that they will watch the movies.
DO,SYSTEM	Hi,USER	Hi,SYSTEM	what would you likke to watch,"USER	Yes, I want to be scared silly. Any good horror recommendationsI enjoyed ""It  (2017)"" recntly, anything like that is good.","SYSTEM	""Sinister  (2012)"" is scary","USER	I saw that, it was pretty good.","SYSTEM	""It Follows (2014)""",USER	Haven't see that though,"SYSTEM	""Get Out (2017)""",USER	Or that. Are they any ggod?,"SYSTEM	""Paranormal Activity 2 (2010)"" they are good. ""The Conjuring 2 (2016)""","USER	I have seen ""Paranormal Activity 2 (2010)"" and loved it. But the other three I havent seen yet. I'll try them. Thanks for the ideas. Have a good one :)",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"In the end, the user agrees to watch a number of the suggestions that were given throughout the conversation. The system got into good recommendations fairly quickly and in the end did a good job of getting the user interested."
DO,SYSTEM	Hi,USER	Hi,SYSTEM	what would you likke to watch,"USER	Yes, I want to be scared silly. Any good horror recommendationsI enjoyed ""It  (2017)"" recntly, anything like that is good.","SYSTEM	""Sinister  (2012)"" is scary","USER	I saw that, it was pretty good.","SYSTEM	""It Follows (2014)""",USER	Haven't see that though,"SYSTEM	""Get Out (2017)""",USER	Or that. Are they any ggod?,"SYSTEM	""Paranormal Activity 2 (2010)"" they are good. ""The Conjuring 2 (2016)""","USER	I have seen ""Paranormal Activity 2 (2010)"" and loved it. But the other three I havent seen yet. I'll try them. Thanks for the ideas. Have a good one :)",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system is efficient in recommending movies that the user is interested in.
3X,"SYSTEM	good day, what kind of movies are you looking for? any specific preference?",USER	I like horror movies Can you help?,"SYSTEM	""Frailty  (2001)"" is a good one ""The Possession (2012)"" is also good",USER	Nice choices These are really good ideas Do you have maybe two more ideas along the same lines?,"SYSTEM	""Get Out (2017)"" was a really good one as well",USER	I hear amazing things about that movie. Can you list one more?,"SYSTEM	and ""Annabelle 2 (2017)"" was pretty good, the story was interesting",USER	Is the first one worth seeing?,SYSTEM	i hope you can enjoy some of them,USER	I will Thank you Goodbye,"SYSTEM	i hope you have a great day, goodbye",USER	Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The SYSTEM was very effecient and friendly and the USER expressed interest and gratitude for the recommendations.
3X,"SYSTEM	good day, what kind of movies are you looking for? any specific preference?",USER	I like horror movies Can you help?,"SYSTEM	""Frailty  (2001)"" is a good one ""The Possession (2012)"" is also good",USER	Nice choices These are really good ideas Do you have maybe two more ideas along the same lines?,"SYSTEM	""Get Out (2017)"" was a really good one as well",USER	I hear amazing things about that movie. Can you list one more?,"SYSTEM	and ""Annabelle 2 (2017)"" was pretty good, the story was interesting",USER	Is the first one worth seeing?,SYSTEM	i hope you can enjoy some of them,USER	I will Thank you Goodbye,"SYSTEM	i hope you have a great day, goodbye",USER	Goodbye,,,,,,,,,,,2.0,1.0,0.0,0.0,2.0,The system was doing well but it seems like it failed at the end.
3X,"SYSTEM	good day, what kind of movies are you looking for? any specific preference?",USER	I like horror movies Can you help?,"SYSTEM	""Frailty  (2001)"" is a good one ""The Possession (2012)"" is also good",USER	Nice choices These are really good ideas Do you have maybe two more ideas along the same lines?,"SYSTEM	""Get Out (2017)"" was a really good one as well",USER	I hear amazing things about that movie. Can you list one more?,"SYSTEM	and ""Annabelle 2 (2017)"" was pretty good, the story was interesting",USER	Is the first one worth seeing?,SYSTEM	i hope you can enjoy some of them,USER	I will Thank you Goodbye,"SYSTEM	i hope you have a great day, goodbye",USER	Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system makes recommendations that the user likes very early in the conversation
80,SYSTEM	Hello! What type of movie are you looking for?,USER	hellllo i like sci fi movies happy new years1 i like pretty much any type of movies,"SYSTEM	You should try ""The Alien  (2016)"" one of my personal favorites It really has a great multi-dimensional plot","USER	yesss ""Alien: Covenant (2017)"" i also like ""Prometheus  (2012)""","SYSTEM	That's a good film. I liked ""Interstellar  (2014)"" but to be honest I had to watch it two times to understand it because it was a bit complicated",USER	yes interstellar was fantastic! great story line,SYSTEM	Indeed! i found it very sad,"USER	""Gravity  (2013)"" is amazing also","SYSTEM	I also like ""The Martian  (2015)"" with Matt Damon.","USER	thank you for all of the sudden, have a successful 2018!",SYSTEM	Gravity was very food!,USER	yesss that was awesome too bye,,,,,,,,,,,3.0,2.0,0.0,1.0,5.0,"The system makes plenty of good recommendations the user likes, but they seem to have seen them all."
80,SYSTEM	Hello! What type of movie are you looking for?,USER	hellllo i like sci fi movies happy new years1 i like pretty much any type of movies,"SYSTEM	You should try ""The Alien  (2016)"" one of my personal favorites It really has a great multi-dimensional plot","USER	yesss ""Alien: Covenant (2017)"" i also like ""Prometheus  (2012)""","SYSTEM	That's a good film. I liked ""Interstellar  (2014)"" but to be honest I had to watch it two times to understand it because it was a bit complicated",USER	yes interstellar was fantastic! great story line,SYSTEM	Indeed! i found it very sad,"USER	""Gravity  (2013)"" is amazing also","SYSTEM	I also like ""The Martian  (2015)"" with Matt Damon.","USER	thank you for all of the sudden, have a successful 2018!",SYSTEM	Gravity was very food!,USER	yesss that was awesome too bye,,,,,,,,,,,3.0,2.0,0.0,1.0,3.0,The system did well and recommended movies but the user seems to have seen them all already.
80,SYSTEM	Hello! What type of movie are you looking for?,USER	hellllo i like sci fi movies happy new years1 i like pretty much any type of movies,"SYSTEM	You should try ""The Alien  (2016)"" one of my personal favorites It really has a great multi-dimensional plot","USER	yesss ""Alien: Covenant (2017)"" i also like ""Prometheus  (2012)""","SYSTEM	That's a good film. I liked ""Interstellar  (2014)"" but to be honest I had to watch it two times to understand it because it was a bit complicated",USER	yes interstellar was fantastic! great story line,SYSTEM	Indeed! i found it very sad,"USER	""Gravity  (2013)"" is amazing also","SYSTEM	I also like ""The Martian  (2015)"" with Matt Damon.","USER	thank you for all of the sudden, have a successful 2018!",SYSTEM	Gravity was very food!,USER	yesss that was awesome too bye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system is able to offer good suggestions right away and the user seems happy.
4I,SYSTEM	Hi!,"USER	Hello there how are you Hi! So I like thrillers, suspense, and some horror have you seen any good ones lately?","SYSTEM	Have you seen ""Blade Runner 2049 (2017)"" that was really great!",USER	no but that looks good!,"SYSTEM	Also ""Jigsaw (2017)"" was fun","USER	ohh, I am scared of that one! For some reason the ""Saw  (2004)"" movies all freak me out, I won't watch them which annoys my husband I am wanting to see ""The Snowman  (2017)""",SYSTEM	Yeah I understand how that series can really get your nervous. I have to look away from the screen sometimes.,USER	Yes! I tried to watch the first one and I was like constantly looking away,"SYSTEM	I haven't seen that yet. ""Dunkirk  (2017)"" was good though.","USER	I haven't seen that, it looks interesting, it's historical?",SYSTEM	Yes it's about a World War II battle.,USER	Thank you for the suggestions! I hope you have a good new year,,,,,,,,,,,3.0,2.0,2.0,1.0,4.0,The system seems to do a good job of keying in on the user's interests and keeps the conversation going with some nice small talk. The user doesn't commit to any of the movies but overall the system seems to have done a solid job with the information it had.
4I,SYSTEM	Hi!,"USER	Hello there how are you Hi! So I like thrillers, suspense, and some horror have you seen any good ones lately?","SYSTEM	Have you seen ""Blade Runner 2049 (2017)"" that was really great!",USER	no but that looks good!,"SYSTEM	Also ""Jigsaw (2017)"" was fun","USER	ohh, I am scared of that one! For some reason the ""Saw  (2004)"" movies all freak me out, I won't watch them which annoys my husband I am wanting to see ""The Snowman  (2017)""",SYSTEM	Yeah I understand how that series can really get your nervous. I have to look away from the screen sometimes.,USER	Yes! I tried to watch the first one and I was like constantly looking away,"SYSTEM	I haven't seen that yet. ""Dunkirk  (2017)"" was good though.","USER	I haven't seen that, it looks interesting, it's historical?",SYSTEM	Yes it's about a World War II battle.,USER	Thank you for the suggestions! I hope you have a good new year,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,Very effecient and good natural back and forth conversation!
4I,SYSTEM	Hi!,"USER	Hello there how are you Hi! So I like thrillers, suspense, and some horror have you seen any good ones lately?","SYSTEM	Have you seen ""Blade Runner 2049 (2017)"" that was really great!",USER	no but that looks good!,"SYSTEM	Also ""Jigsaw (2017)"" was fun","USER	ohh, I am scared of that one! For some reason the ""Saw  (2004)"" movies all freak me out, I won't watch them which annoys my husband I am wanting to see ""The Snowman  (2017)""",SYSTEM	Yeah I understand how that series can really get your nervous. I have to look away from the screen sometimes.,USER	Yes! I tried to watch the first one and I was like constantly looking away,"SYSTEM	I haven't seen that yet. ""Dunkirk  (2017)"" was good though.","USER	I haven't seen that, it looks interesting, it's historical?",SYSTEM	Yes it's about a World War II battle.,USER	Thank you for the suggestions! I hope you have a good new year,,,,,,,,,,,3.0,2.0,2.0,1.0,4.0,"The system picks a good movie on the first turn that the user likes, as well as suggesting ""Dunkirk"" at the end, which also gets the user engaged. The user sees that suggestion for ""Dunkirk"" as being interesting too. At the same time, the user never actually agrees to watch any of them."
