ConvId,utterance0,utterance1,utterance2,utterance3,relevance1,interestingness1,overall1,utterance4,utterance5,utterance6,utterance7,relevance2,interestingness2,overall2,utterance8,utterance9,utterance10,utterance11,relevance3,interestingness3,overall3
86,SYSTEM	Hi Any genre you love?,USER	I love horror Any recommendations?,"SYSTEM	Have you seen ""The Witch  (2015)"" ?","USER	I have, that one was great! I like ""Alien: Covenant (2017)""",4,2,4,"SYSTEM	That was good too.Have you seen ""The Blackcoat's Daughter (2015)"" ?",USER	No what is it about?,SYSTEM	It is hard to explain in short the devil. but really different.,"USER	awesome I will check it out, anything like ""Resident Evil: Apocalypse (2004)"" ?",4,3,4.0,SYSTEM	No not at all.Much more indie and phsycological.,USER	ok cool any other recommendations at this point?,"SYSTEM	Um ""High Tension (2003)"" tensionA french horror.",USER	Awesome I will check it out,4,3,4
BT,SYSTEM	hi,USER	Hi. How are you,SYSTEM	good just trying to look for a great horror,USER	I am looking for a movie that has suspense and is thrilling but not with gore,4,3,5,"SYSTEM	cool, looks like we have the same taste in movies that means you will love ""The Conjuring (2013)"" ""The Exorcist  (1973)"" ""Annabelle  (2014)"" ""The Shining  (1980)""",USER	I am seeking a movie that makes me sit on the edge of my seat but not scare me to death,SYSTEM	all 4 of these are perfect,"USER	I like the ""The Shining  (1980)"" and the ""The Exorcist  (1973)"" but not the others you mentioned",4,3,5.0,SYSTEM	yeah the other two can be a bit much,USER	I don't want to see a demonized doll. I rather see people handling usually situations that give you suspense,"SYSTEM	What makes the difference between them? ohhhhh ok, i understand i was wondering why that's a good reason but that is what happens in the supernatural world especially when it is a reality",USER	Having object come to life and terrorize people is too much. There is enough things in life that can give you heart a jolt not objects.,2,1,1
CK,"SYSTEM	Hello, what kind of movies are you looking to watch","USER	I am looking for a movie, any thoughts. How about ""Mother! (2017)"" r I heard ""Mother! (2017)"" is very scary with a twist ending. Have you seen it",SYSTEM	I havent actually but Ive hear good things about it,"USER	What about ""It  (2017)"" the remake with the clown",1,2,3,"SYSTEM	if you like terror movies then you will like ""Annabelle  (2014)"" and ""Annabelle 2 (2017)""","USER	I heard that ""It  (2017)"" was disturbing and these type of movies are why a lot of people do not like clowns",SYSTEM	I liked the old version of the movie so im guessing the newer one must be great as well.,"USER	Another one I was thinking about was ""Ted  (2012)"" ""Ted  (2012)"" has the bear that comes &quot;alive&quot; . I heard it was funny",3,3,3.0,"SYSTEM	It is pretty funny, ive seen that one and I liked it a lot its a blast","USER	Who is the main star of ""Ted  (2012)"" I cannot think of his name",SYSTEM	Marc Wahlberg is the name of the main actor,"USER	I think he and his brother own a restaurant in Boston. I heard he was really good in the ""Ted  (2012)"" movie. I think I will rent it. Good speaking with you",1,2,5
CK,"SYSTEM	Hello, what kind of movies are you looking to watch","USER	I am looking for a movie, any thoughts. How about ""Mother! (2017)"" r I heard ""Mother! (2017)"" is very scary with a twist ending. Have you seen it",SYSTEM	I havent actually but Ive hear good things about it,"USER	What about ""It  (2017)"" the remake with the clown",1,1,1,"SYSTEM	if you like terror movies then you will like ""Annabelle  (2014)"" and ""Annabelle 2 (2017)""","USER	I heard that ""It  (2017)"" was disturbing and these type of movies are why a lot of people do not like clowns",SYSTEM	I liked the old version of the movie so im guessing the newer one must be great as well.,"USER	Another one I was thinking about was ""Ted  (2012)"" ""Ted  (2012)"" has the bear that comes &quot;alive&quot; . I heard it was funny",4,3,5.0,"SYSTEM	It is pretty funny, ive seen that one and I liked it a lot its a blast","USER	Who is the main star of ""Ted  (2012)"" I cannot think of his name",SYSTEM	Marc Wahlberg is the name of the main actor,"USER	I think he and his brother own a restaurant in Boston. I heard he was really good in the ""Ted  (2012)"" movie. I think I will rent it. Good speaking with you",1,2,5
CK,"SYSTEM	Hello, what kind of movies are you looking to watch","USER	I am looking for a movie, any thoughts. How about ""Mother! (2017)"" r I heard ""Mother! (2017)"" is very scary with a twist ending. Have you seen it",SYSTEM	I havent actually but Ive hear good things about it,"USER	What about ""It  (2017)"" the remake with the clown",2,2,4,"SYSTEM	if you like terror movies then you will like ""Annabelle  (2014)"" and ""Annabelle 2 (2017)""","USER	I heard that ""It  (2017)"" was disturbing and these type of movies are why a lot of people do not like clowns",SYSTEM	I liked the old version of the movie so im guessing the newer one must be great as well.,"USER	Another one I was thinking about was ""Ted  (2012)"" ""Ted  (2012)"" has the bear that comes &quot;alive&quot; . I heard it was funny",2,2,4.0,"SYSTEM	It is pretty funny, ive seen that one and I liked it a lot its a blast","USER	Who is the main star of ""Ted  (2012)"" I cannot think of his name",SYSTEM	Marc Wahlberg is the name of the main actor,"USER	I think he and his brother own a restaurant in Boston. I heard he was really good in the ""Ted  (2012)"" movie. I think I will rent it. Good speaking with you",2,2,4
TD,SYSTEM	Hi I hope you are having a great day,"USER	Hello, I was looking for a horror movie, do you know of any?","SYSTEM	My favorite horror movie is ""It (1990)"" . have you seen it","USER	No, I haven't seen it yet, was it good?",4,2,3,SYSTEM	Yep it is awesome,"USER	The last horror movie I watched was ""Saw  (2004),"" I liked it.","SYSTEM	I also really like ""Candyman  (1992)"" seen it when i was a kid and it still scares me to this day","USER	Oh yes, I saw ""Candyman  (1992)"" it was great.",4,2,4.0,"SYSTEM	I like ""Get Out (2017)."" idk whether i would consider it a horror movie but i would hate for something like that to happen to me",USER	Sounds like I might like it too.,"SYSTEM	I really like ""Saw  (2004)."" it was one of my favorites. have you seen ""Jigsaw (2017)""","USER	No, not yet. Well it looks like you've given me a few ideas that I really like. I appreciate your help very much!",4,2,3
TD,SYSTEM	Hi I hope you are having a great day,"USER	Hello, I was looking for a horror movie, do you know of any?","SYSTEM	My favorite horror movie is ""It (1990)"" . have you seen it","USER	No, I haven't seen it yet, was it good?",4,3,5,SYSTEM	Yep it is awesome,"USER	The last horror movie I watched was ""Saw  (2004),"" I liked it.","SYSTEM	I also really like ""Candyman  (1992)"" seen it when i was a kid and it still scares me to this day","USER	Oh yes, I saw ""Candyman  (1992)"" it was great.",4,3,4.0,"SYSTEM	I like ""Get Out (2017)."" idk whether i would consider it a horror movie but i would hate for something like that to happen to me",USER	Sounds like I might like it too.,"SYSTEM	I really like ""Saw  (2004)."" it was one of my favorites. have you seen ""Jigsaw (2017)""","USER	No, not yet. Well it looks like you've given me a few ideas that I really like. I appreciate your help very much!",4,3,5
TD,SYSTEM	Hi I hope you are having a great day,"USER	Hello, I was looking for a horror movie, do you know of any?","SYSTEM	My favorite horror movie is ""It (1990)"" . have you seen it","USER	No, I haven't seen it yet, was it good?",4,3,4,SYSTEM	Yep it is awesome,"USER	The last horror movie I watched was ""Saw  (2004),"" I liked it.","SYSTEM	I also really like ""Candyman  (1992)"" seen it when i was a kid and it still scares me to this day","USER	Oh yes, I saw ""Candyman  (1992)"" it was great.",3,3,4.0,"SYSTEM	I like ""Get Out (2017)."" idk whether i would consider it a horror movie but i would hate for something like that to happen to me",USER	Sounds like I might like it too.,"SYSTEM	I really like ""Saw  (2004)."" it was one of my favorites. have you seen ""Jigsaw (2017)""","USER	No, not yet. Well it looks like you've given me a few ideas that I really like. I appreciate your help very much!",3,3,4
MB,SYSTEM	Hi! How are you?,USER	I'm great! Do you have any good suggestions for horror movies?,SYSTEM	Sure! I actually love horror movies,USER	Me too! They're my favorite!,2,3,4,"SYSTEM	Have you watched ""Insidious: Chapter 4 (2018)"" ? i wouldn't say it's as scary as ""Insidious  (2011)"" but it's pretty good","USER	Yes, I have seen both of those, they're very good. I also liked ""The Conjuring 2 (2016)""","SYSTEM	Also I'm pretty sure you've already watched ""It  (2017)"" because i feel like everybody watched it but i strongly recommend watching the original ""It (1990)""","USER	Actually, I have watched the original ""It (1990)"" but not the new ""It  (2017)"" Great idea!",3,2,4.0,"SYSTEM	You should watch it! I honestly really love the original but the new ""It  (2017)"" is pretty scary too! They added some things which were not in the original movie",USER	I will definitely have to try it. My whole family likes to snuggle down with the lights off and watch it together. We love movie night. Thanks so much for the suggestion!,SYSTEM	Sure! you have a good day,"USER	You too, bye!",3,3,3
MB,SYSTEM	Hi! How are you?,USER	I'm great! Do you have any good suggestions for horror movies?,SYSTEM	Sure! I actually love horror movies,USER	Me too! They're my favorite!,4,3,4,"SYSTEM	Have you watched ""Insidious: Chapter 4 (2018)"" ? i wouldn't say it's as scary as ""Insidious  (2011)"" but it's pretty good","USER	Yes, I have seen both of those, they're very good. I also liked ""The Conjuring 2 (2016)""","SYSTEM	Also I'm pretty sure you've already watched ""It  (2017)"" because i feel like everybody watched it but i strongly recommend watching the original ""It (1990)""","USER	Actually, I have watched the original ""It (1990)"" but not the new ""It  (2017)"" Great idea!",2,2,4.0,"SYSTEM	You should watch it! I honestly really love the original but the new ""It  (2017)"" is pretty scary too! They added some things which were not in the original movie",USER	I will definitely have to try it. My whole family likes to snuggle down with the lights off and watch it together. We love movie night. Thanks so much for the suggestion!,SYSTEM	Sure! you have a good day,"USER	You too, bye!",4,3,4
MB,SYSTEM	Hi! How are you?,USER	I'm great! Do you have any good suggestions for horror movies?,SYSTEM	Sure! I actually love horror movies,USER	Me too! They're my favorite!,2,1,3,"SYSTEM	Have you watched ""Insidious: Chapter 4 (2018)"" ? i wouldn't say it's as scary as ""Insidious  (2011)"" but it's pretty good","USER	Yes, I have seen both of those, they're very good. I also liked ""The Conjuring 2 (2016)""","SYSTEM	Also I'm pretty sure you've already watched ""It  (2017)"" because i feel like everybody watched it but i strongly recommend watching the original ""It (1990)""","USER	Actually, I have watched the original ""It (1990)"" but not the new ""It  (2017)"" Great idea!",1,2,4.0,"SYSTEM	You should watch it! I honestly really love the original but the new ""It  (2017)"" is pretty scary too! They added some things which were not in the original movie",USER	I will definitely have to try it. My whole family likes to snuggle down with the lights off and watch it together. We love movie night. Thanks so much for the suggestion!,SYSTEM	Sure! you have a good day,"USER	You too, bye!",1,2,4
LN,SYSTEM	Hi What kind of movies do you like?,"USER	Hi, I like action movies","SYSTEM	I really liked ""The Wild Geese (1978)"" and ""Fight Club (1999)"" they're different kinds of movies but both action filled.","USER	I have not seen ""The Wild Geese (1978)"" I will have to look for it",3,2,4,"SYSTEM	It's a mercenary movie, lots of action ""San Andreas  (2015)"" is action filled, but it's a disaster movie","USER	I liked ""Fight Club (1999)"" I saw ""San Andreas  (2015)"" and did not like it.","SYSTEM	gotcha the ""The Terminator (1984)"" series is non stop action","USER	Anything recommendations for something like a ""James Bond  (2015)"" movie",3,3,4.0,"SYSTEM	as well as ""Predator  (1987)""","USER	I will have to check out ""The Terminator (1984)""","SYSTEM	I haven't seen a bond movie in years. The 70's ones are the best ""Moonraker  (1979)"" is good imho",USER	Old ones are the best. Thanks.,4,3,5
LN,SYSTEM	Hi What kind of movies do you like?,"USER	Hi, I like action movies","SYSTEM	I really liked ""The Wild Geese (1978)"" and ""Fight Club (1999)"" they're different kinds of movies but both action filled.","USER	I have not seen ""The Wild Geese (1978)"" I will have to look for it",4,2,4,"SYSTEM	It's a mercenary movie, lots of action ""San Andreas  (2015)"" is action filled, but it's a disaster movie","USER	I liked ""Fight Club (1999)"" I saw ""San Andreas  (2015)"" and did not like it.","SYSTEM	gotcha the ""The Terminator (1984)"" series is non stop action","USER	Anything recommendations for something like a ""James Bond  (2015)"" movie",3,2,3.0,"SYSTEM	as well as ""Predator  (1987)""","USER	I will have to check out ""The Terminator (1984)""","SYSTEM	I haven't seen a bond movie in years. The 70's ones are the best ""Moonraker  (1979)"" is good imho",USER	Old ones are the best. Thanks.,2,3,5
LN,SYSTEM	Hi What kind of movies do you like?,"USER	Hi, I like action movies","SYSTEM	I really liked ""The Wild Geese (1978)"" and ""Fight Club (1999)"" they're different kinds of movies but both action filled.","USER	I have not seen ""The Wild Geese (1978)"" I will have to look for it",4,3,5,"SYSTEM	It's a mercenary movie, lots of action ""San Andreas  (2015)"" is action filled, but it's a disaster movie","USER	I liked ""Fight Club (1999)"" I saw ""San Andreas  (2015)"" and did not like it.","SYSTEM	gotcha the ""The Terminator (1984)"" series is non stop action","USER	Anything recommendations for something like a ""James Bond  (2015)"" movie",3,3,3.0,"SYSTEM	as well as ""Predator  (1987)""","USER	I will have to check out ""The Terminator (1984)""","SYSTEM	I haven't seen a bond movie in years. The 70's ones are the best ""Moonraker  (1979)"" is good imho",USER	Old ones are the best. Thanks.,4,3,5
CB,SYSTEM	Hi! What movies are you looking for today?,"USER	Hi, I'm looking for some Tom Hanks movies something funny","SYSTEM	well i'm sure you've seen ""Forrest Gump (1994)""",USER	I have it was really good,1,1,1,"SYSTEM	how about ""Big  (1988)"" its an old one but its a classic",USER	What is that one about,SYSTEM	a kid wishes to be big and it comes true (as tom hanks) its great,"USER	ok, any other suggestions? is he in any sports movies",1,1,1.0,"SYSTEM	""Turner & Hooch (1989)"" is great too",USER	is that a sports one,"SYSTEM	no its a cop one I can't think of a sports one ""The Terminal (2004)"" is good too",USER	Who else is in that one?,1,1,5
CB,SYSTEM	Hi! What movies are you looking for today?,"USER	Hi, I'm looking for some Tom Hanks movies something funny","SYSTEM	well i'm sure you've seen ""Forrest Gump (1994)""",USER	I have it was really good,4,3,5,"SYSTEM	how about ""Big  (1988)"" its an old one but its a classic",USER	What is that one about,SYSTEM	a kid wishes to be big and it comes true (as tom hanks) its great,"USER	ok, any other suggestions? is he in any sports movies",3,3,4.0,"SYSTEM	""Turner & Hooch (1989)"" is great too",USER	is that a sports one,"SYSTEM	no its a cop one I can't think of a sports one ""The Terminal (2004)"" is good too",USER	Who else is in that one?,3,3,4
CB,SYSTEM	Hi! What movies are you looking for today?,"USER	Hi, I'm looking for some Tom Hanks movies something funny","SYSTEM	well i'm sure you've seen ""Forrest Gump (1994)""",USER	I have it was really good,2,1,4,"SYSTEM	how about ""Big  (1988)"" its an old one but its a classic",USER	What is that one about,SYSTEM	a kid wishes to be big and it comes true (as tom hanks) its great,"USER	ok, any other suggestions? is he in any sports movies",2,1,4.0,"SYSTEM	""Turner & Hooch (1989)"" is great too",USER	is that a sports one,"SYSTEM	no its a cop one I can't think of a sports one ""The Terminal (2004)"" is good too",USER	Who else is in that one?,2,1,4
DK,SYSTEM	Hi,USER	hi,SYSTEM	What kind of films do you like?,"USER	I want to belly laugh like when I watch ""Scary Movie (2000)""",1,1,1,"SYSTEM	Oh, good one! Have you seen ""The Hangover (2009)"" and ""The Big Lebowski"" ?","USER	Yes I have seen ""The Hangover (2009)""","SYSTEM	I also love ""Office Space (1999)""","USER	I also seen the ""The Hangover Part II (2011)""",1,1,1.0,SYSTEM	The first seemed like the best,"USER	never seen ""Office Space (1999)"" what’s it about?",SYSTEM	It's about an employee that decides he doesn't care anymore and starts living how he wants to,USER	bye,1,2,1
DK,SYSTEM	Hi,USER	hi,SYSTEM	What kind of films do you like?,"USER	I want to belly laugh like when I watch ""Scary Movie (2000)""",1,1,1,"SYSTEM	Oh, good one! Have you seen ""The Hangover (2009)"" and ""The Big Lebowski"" ?","USER	Yes I have seen ""The Hangover (2009)""","SYSTEM	I also love ""Office Space (1999)""","USER	I also seen the ""The Hangover Part II (2011)""",1,1,1.0,SYSTEM	The first seemed like the best,"USER	never seen ""Office Space (1999)"" what’s it about?",SYSTEM	It's about an employee that decides he doesn't care anymore and starts living how he wants to,USER	bye,1,1,5
DK,SYSTEM	Hi,USER	hi,SYSTEM	What kind of films do you like?,"USER	I want to belly laugh like when I watch ""Scary Movie (2000)""",2,2,4,"SYSTEM	Oh, good one! Have you seen ""The Hangover (2009)"" and ""The Big Lebowski"" ?","USER	Yes I have seen ""The Hangover (2009)""","SYSTEM	I also love ""Office Space (1999)""","USER	I also seen the ""The Hangover Part II (2011)""",2,2,4.0,SYSTEM	The first seemed like the best,"USER	never seen ""Office Space (1999)"" what’s it about?",SYSTEM	It's about an employee that decides he doesn't care anymore and starts living how he wants to,USER	bye,2,2,4
NB,SYSTEM	Hey,USER	Have you seen any good movies laytely?,SYSTEM	What is your favorite movie genre?,USER	I like drama and actions and thriller,2,2,3,"SYSTEM	I have. I saw it on television the other day. Have you ever seen ""The Departed (2006)"" ?",USER	I've heard of it. Who's in it?,"SYSTEM	That is Matt Damon and Leonardo DiCaprio. Are you a fan of the old school film ""Predator  (1987)"" ?","USER	OMG, I was so scared of that movie!!",2,2,4.0,"SYSTEM	I know. That predator was really cool looking and scary. I suggest checking out ""The Departed (2006)""","USER	Speaking of old, I loved the original ""Alien  (1979)"" movie I will for sure","SYSTEM	Have you ever sen ""Total Recall  (1990)"" ? I loved Alien too. It was extremely frightening","USER	Yes, that was good! Thanks for some good suggestions. Have a god day.",2,2,3
NB,SYSTEM	Hey,USER	Have you seen any good movies laytely?,SYSTEM	What is your favorite movie genre?,USER	I like drama and actions and thriller,4,3,5,"SYSTEM	I have. I saw it on television the other day. Have you ever seen ""The Departed (2006)"" ?",USER	I've heard of it. Who's in it?,"SYSTEM	That is Matt Damon and Leonardo DiCaprio. Are you a fan of the old school film ""Predator  (1987)"" ?","USER	OMG, I was so scared of that movie!!",4,3,5.0,"SYSTEM	I know. That predator was really cool looking and scary. I suggest checking out ""The Departed (2006)""","USER	Speaking of old, I loved the original ""Alien  (1979)"" movie I will for sure","SYSTEM	Have you ever sen ""Total Recall  (1990)"" ? I loved Alien too. It was extremely frightening","USER	Yes, that was good! Thanks for some good suggestions. Have a god day.",4,3,5
NB,SYSTEM	Hey,USER	Have you seen any good movies laytely?,SYSTEM	What is your favorite movie genre?,USER	I like drama and actions and thriller,4,3,3,"SYSTEM	I have. I saw it on television the other day. Have you ever seen ""The Departed (2006)"" ?",USER	I've heard of it. Who's in it?,"SYSTEM	That is Matt Damon and Leonardo DiCaprio. Are you a fan of the old school film ""Predator  (1987)"" ?","USER	OMG, I was so scared of that movie!!",4,3,4.0,"SYSTEM	I know. That predator was really cool looking and scary. I suggest checking out ""The Departed (2006)""","USER	Speaking of old, I loved the original ""Alien  (1979)"" movie I will for sure","SYSTEM	Have you ever sen ""Total Recall  (1990)"" ? I loved Alien too. It was extremely frightening","USER	Yes, that was good! Thanks for some good suggestions. Have a god day.",3,3,5
MP,SYSTEM	hello how are you today can i recommend a certain genre today,"USER	Hello. I am wonderful, thank you for asking.",SYSTEM	you are very welcome,"USER	I just finished ""c,"" and was wanting something similar, and from that time frame. Mid 70's, I believe.",4,3,5,SYSTEM	ok great,"USER	I don't like Al Pacino, so no ""The Godfather (1972)"" recommendations, please.","SYSTEM	how about ""Halloween  (1978)"" ok","USER	I have seen ""Halloween  (1978),"" it is awesome. They don't make movies like that these days.",4,3,5.0,SYSTEM	they really do not unfortunately,"USER	I also liked ""Young Frankenstein (1974)""","SYSTEM	how about ""A Bronx Tale (1993)""",USER	I will check it out. Thank you for your time. Good bye.,4,2,4
MP,SYSTEM	hello how are you today can i recommend a certain genre today,"USER	Hello. I am wonderful, thank you for asking.",SYSTEM	you are very welcome,"USER	I just finished ""c,"" and was wanting something similar, and from that time frame. Mid 70's, I believe.",1,1,3,SYSTEM	ok great,"USER	I don't like Al Pacino, so no ""The Godfather (1972)"" recommendations, please.","SYSTEM	how about ""Halloween  (1978)"" ok","USER	I have seen ""Halloween  (1978),"" it is awesome. They don't make movies like that these days.",4,1,3.0,SYSTEM	they really do not unfortunately,"USER	I also liked ""Young Frankenstein (1974)""","SYSTEM	how about ""A Bronx Tale (1993)""",USER	I will check it out. Thank you for your time. Good bye.,3,1,4
MP,SYSTEM	hello how are you today can i recommend a certain genre today,"USER	Hello. I am wonderful, thank you for asking.",SYSTEM	you are very welcome,"USER	I just finished ""c,"" and was wanting something similar, and from that time frame. Mid 70's, I believe.",2,1,2,SYSTEM	ok great,"USER	I don't like Al Pacino, so no ""The Godfather (1972)"" recommendations, please.","SYSTEM	how about ""Halloween  (1978)"" ok","USER	I have seen ""Halloween  (1978),"" it is awesome. They don't make movies like that these days.",4,3,4.0,SYSTEM	they really do not unfortunately,"USER	I also liked ""Young Frankenstein (1974)""","SYSTEM	how about ""A Bronx Tale (1993)""",USER	I will check it out. Thank you for your time. Good bye.,4,3,4
VI,SYSTEM	Hi,USER	Hello!,SYSTEM	What kind of movies do you like,"USER	I like all kind of films, but right now I want to watch a good sci-fi movie. Could you recommend me anything?",4,2,4,"SYSTEM	Have you seen the classics like ""2001: A Space Odyssey  (1968),"" ""Blade Runner (1982)"" I liked the new ""Blade Runner 2049 (2017)""","USER	Yes, of course, could you recommend me something similar to Black Mirror tv series?","SYSTEM	Oh, interesting Not a lot like that I really liked ""Dark City  (1990)"" And ""The Signal  (2014)"" was pretty good","USER	""Dark City  (1990)"" y is good. I haven't seen ""The Signal  (2014)."" Could you briefly describe its plot?",4,2,4.0,SYSTEM	It's a bit weird A couple of friends go out to meet a tech genius and end up in a sort of horror scenario Not knowing what is real or who to trust,"USER	Sound interesting, I'm definitely going to check it out.","SYSTEM	It was low budget and a little cheesy, but if you like sci-fi It is interesting I hope you enjoy it. Have a wonderful day.",USER	Thanks! And thank for the recommendation!,4,2,4
VI,SYSTEM	Hi,USER	Hello!,SYSTEM	What kind of movies do you like,"USER	I like all kind of films, but right now I want to watch a good sci-fi movie. Could you recommend me anything?",2,2,2,"SYSTEM	Have you seen the classics like ""2001: A Space Odyssey  (1968),"" ""Blade Runner (1982)"" I liked the new ""Blade Runner 2049 (2017)""","USER	Yes, of course, could you recommend me something similar to Black Mirror tv series?","SYSTEM	Oh, interesting Not a lot like that I really liked ""Dark City  (1990)"" And ""The Signal  (2014)"" was pretty good","USER	""Dark City  (1990)"" y is good. I haven't seen ""The Signal  (2014)."" Could you briefly describe its plot?",2,2,3.0,SYSTEM	It's a bit weird A couple of friends go out to meet a tech genius and end up in a sort of horror scenario Not knowing what is real or who to trust,"USER	Sound interesting, I'm definitely going to check it out.","SYSTEM	It was low budget and a little cheesy, but if you like sci-fi It is interesting I hope you enjoy it. Have a wonderful day.",USER	Thanks! And thank for the recommendation!,2,1,4
VI,SYSTEM	Hi,USER	Hello!,SYSTEM	What kind of movies do you like,"USER	I like all kind of films, but right now I want to watch a good sci-fi movie. Could you recommend me anything?",4,3,4,"SYSTEM	Have you seen the classics like ""2001: A Space Odyssey  (1968),"" ""Blade Runner (1982)"" I liked the new ""Blade Runner 2049 (2017)""","USER	Yes, of course, could you recommend me something similar to Black Mirror tv series?","SYSTEM	Oh, interesting Not a lot like that I really liked ""Dark City  (1990)"" And ""The Signal  (2014)"" was pretty good","USER	""Dark City  (1990)"" y is good. I haven't seen ""The Signal  (2014)."" Could you briefly describe its plot?",2,2,4.0,SYSTEM	It's a bit weird A couple of friends go out to meet a tech genius and end up in a sort of horror scenario Not knowing what is real or who to trust,"USER	Sound interesting, I'm definitely going to check it out.","SYSTEM	It was low budget and a little cheesy, but if you like sci-fi It is interesting I hope you enjoy it. Have a wonderful day.",USER	Thanks! And thank for the recommendation!,2,2,4
WS,SYSTEM	hello what kind of movies do you like? what are you in the mood for?,"USER	Hi! I like happy musicals, like ""Oklahoma!  (1999)"" or ""South Pacific  (1958)."" Do you have any recommendations?","SYSTEM	I see, have you seen the classic ""Fiddler on the Roof  (1971)"" ? it's oldie, but a goodie or ""The Sound of Music  (1965)"" and I guess there's also ""Mamma Mia!  (2008)"" although I haven't seen it myself","USER	Oh, I love ""Fiddler on the Roof  (1971)"" ! It really is a classic. I also love ""The Sound of Music  (1965)."" Julie Andrews is in a lot of great musicals.",4,3,5,"SYSTEM	yes i agree. also ""Mary Poppins  (1964)""","USER	""Mamma Mia!  (2008)"" is good, especially if you like ABBA.",SYSTEM	isn't there a sequel?,USER	I think it's coming out soon,3,3,3.0,"SYSTEM	I was gonna say ""Moulin Rouge! (2001)"" but I think that's kinda sad, in fact very sad oh, or ""Chicago  (2002)"" ? although I guess that can go either way","USER	I love both those movies, so maybe I'd like happy or sad musicals! :)",SYSTEM	sorry I didn't make any new recommendations for you tonight It sounds like you've seen them all!,"USER	Haha, well, you gave me some good ideas for movies I haven't seen in a while! Thank you for your recommendations!",1,3,3
WS,SYSTEM	hello what kind of movies do you like? what are you in the mood for?,"USER	Hi! I like happy musicals, like ""Oklahoma!  (1999)"" or ""South Pacific  (1958)."" Do you have any recommendations?","SYSTEM	I see, have you seen the classic ""Fiddler on the Roof  (1971)"" ? it's oldie, but a goodie or ""The Sound of Music  (1965)"" and I guess there's also ""Mamma Mia!  (2008)"" although I haven't seen it myself","USER	Oh, I love ""Fiddler on the Roof  (1971)"" ! It really is a classic. I also love ""The Sound of Music  (1965)."" Julie Andrews is in a lot of great musicals.",2,1,3,"SYSTEM	yes i agree. also ""Mary Poppins  (1964)""","USER	""Mamma Mia!  (2008)"" is good, especially if you like ABBA.",SYSTEM	isn't there a sequel?,USER	I think it's coming out soon,3,1,4.0,"SYSTEM	I was gonna say ""Moulin Rouge! (2001)"" but I think that's kinda sad, in fact very sad oh, or ""Chicago  (2002)"" ? although I guess that can go either way","USER	I love both those movies, so maybe I'd like happy or sad musicals! :)",SYSTEM	sorry I didn't make any new recommendations for you tonight It sounds like you've seen them all!,"USER	Haha, well, you gave me some good ideas for movies I haven't seen in a while! Thank you for your recommendations!",3,1,3
WS,SYSTEM	hello what kind of movies do you like? what are you in the mood for?,"USER	Hi! I like happy musicals, like ""Oklahoma!  (1999)"" or ""South Pacific  (1958)."" Do you have any recommendations?","SYSTEM	I see, have you seen the classic ""Fiddler on the Roof  (1971)"" ? it's oldie, but a goodie or ""The Sound of Music  (1965)"" and I guess there's also ""Mamma Mia!  (2008)"" although I haven't seen it myself","USER	Oh, I love ""Fiddler on the Roof  (1971)"" ! It really is a classic. I also love ""The Sound of Music  (1965)."" Julie Andrews is in a lot of great musicals.",4,3,5,"SYSTEM	yes i agree. also ""Mary Poppins  (1964)""","USER	""Mamma Mia!  (2008)"" is good, especially if you like ABBA.",SYSTEM	isn't there a sequel?,USER	I think it's coming out soon,4,3,5.0,"SYSTEM	I was gonna say ""Moulin Rouge! (2001)"" but I think that's kinda sad, in fact very sad oh, or ""Chicago  (2002)"" ? although I guess that can go either way","USER	I love both those movies, so maybe I'd like happy or sad musicals! :)",SYSTEM	sorry I didn't make any new recommendations for you tonight It sounds like you've seen them all!,"USER	Haha, well, you gave me some good ideas for movies I haven't seen in a while! Thank you for your recommendations!",1,3,4
U4,SYSTEM	hello how are you? What movies do you like?,USER	I'm good I want to watch a Tarantino movie,"SYSTEM	How about ""From Dusk till Dawn (1996)"" ? Such an old movie but I remember watching it when i was younger",USER	He wrote it I think but didn't direct it I'd rather see something he directed,1,1,1,"SYSTEM	Got it! let me think What about ""The Hateful Eight (2015)"" ? I've never seen it but I've read good reviews",USER	I didn't like that one,"SYSTEM	""Django Unchained (2012)"" is a really good movie. Extremely long, i feel like it could've been shorter",USER	I didn't like that one either,1,1,5.0,SYSTEM	Really? Which one of his movies did you like? I think it was pretty good,"USER	""Kill Bill"" is amazing","SYSTEM	I didn't like ""Kill Bill"" . What about ""Inglourious Basterds (2009)"" ?",USER	Great suggestion I'll watch that! Thank you Goodbye,1,1,5
U4,SYSTEM	hello how are you? What movies do you like?,USER	I'm good I want to watch a Tarantino movie,"SYSTEM	How about ""From Dusk till Dawn (1996)"" ? Such an old movie but I remember watching it when i was younger",USER	He wrote it I think but didn't direct it I'd rather see something he directed,2,3,2,"SYSTEM	Got it! let me think What about ""The Hateful Eight (2015)"" ? I've never seen it but I've read good reviews",USER	I didn't like that one,"SYSTEM	""Django Unchained (2012)"" is a really good movie. Extremely long, i feel like it could've been shorter",USER	I didn't like that one either,2,3,2.0,SYSTEM	Really? Which one of his movies did you like? I think it was pretty good,"USER	""Kill Bill"" is amazing","SYSTEM	I didn't like ""Kill Bill"" . What about ""Inglourious Basterds (2009)"" ?",USER	Great suggestion I'll watch that! Thank you Goodbye,4,3,5
